brand,model,year,kilometers_driven,owner_type,fuel_type,price_lakhs
Honda,Jazz,2010.0,97943,1,PETROL,1.94
Hyundai,Santro Xing,2013.0,50190,2,CNG,2.35
Hyundai,Grand i10,2019.0,3152,1,PETROL,5.1
Hyundai,Grand i10,2016.0,60361,2,PETROL,3.76
Maruti,S PRESSO,2021.0,16178,1,PETROL,4.34
Hyundai,VENUE,2020.0,48706,1,PETROL,7.3
Hyundai,i10,2012.0,57413,1,PETROL,2.72
Maruti,S PRESSO,2019.0,77415,1,PETROL,4.99
Hyundai,Grand i10,2017.0,13216,1,PETROL,4.96
Maruti,Ciaz,2020.0,18699,1,PETROL,8.69
Honda,Jazz,2019.0,29448,1,PETROL,6.2
Mahindra,XUV 3OO,2020.0,10344,1,PETROL,8.77
Tata,Tiago,2019.0,67284,2,PETROL,5.23
Hyundai,i20,2014.0,37533,1,PETROL,4.05
Maruti,Alto K10,2016.0,45652,1,PETROL,3.37
Maruti,Celerio,2016.0,43636,2,CNG,3.52
Maruti,Swift Dzire,2013.0,41465,1,DIESEL,8.64
Hyundai,Verna,2018.0,87113,1,PETROL,5.29
Renault,Kwid,2019.0,37465,1,PETROL,4.2965
Hyundai,Elite i20,2015.0,61623,2,DIESEL,5.21
Honda,WR-V,2017.0,56290,1,DIESEL,6.636
Maruti,Alto,2021.0,26838,1,CNG,4.37
Hyundai,Elite i20,2016.0,63842,1,PETROL,6.29
Maruti,New Wagon-R,2020.0,38035,2,CNG,6.1
Hyundai,Elite i20,2018.0,55943,1,PETROL,6.91
Maruti,Swift Dzire,2014.0,49387,2,PETROL,4.64
Maruti,Swift,2018.0,58791,1,PETROL,4.63
Maruti,Vitara Brezza,2018.0,98499,1,DIESEL,7.47
Hyundai,Grand i10,2016.0,79365,2,DIESEL,4.9
Maruti,Alto K10,2018.0,72531,1,PETROL,3.78
Honda,Jazz,2016.0,78782,1,PETROL,6.05
Maruti,Wagon R 1.0,2012.0,113543,2,PETROL,3.07
Maruti,Swift,2022.0,8857,2,PETROL,7.47
Hyundai,Elite i20,2019.0,24171,1,PETROL,7.12
Maruti,Alto,2021.0,28156,1,CNG,4.19
Hyundai,AURA,2021.0,15564,1,PETROL,6.17
Maruti,Celerio,2017.0,84561,2,CNG,4.19
Maruti,Swift,2014.0,79068,1,PETROL,5.15
Honda,Jazz,2018.0,40622,1,PETROL,6.72
Hyundai,Creta,2016.0,62663,2,PETROL,7.22
Honda,Civic,2020.0,30097,1,PETROL,17.24
Hyundai,Grand i10,2016.0,81019,1,PETROL,3.87
Maruti,Baleno,2016.0,51250,1,PETROL,5.07
Honda,City,2014.0,26011,1,PETROL,6.35
Maruti,Swift Dzire,2016.0,81236,1,PETROL,3.98
Hyundai,i20,2014.0,78530,2,DIESEL,3.74
Maruti,Alto 800,2017.0,50948,2,PETROL,3.04
Hyundai,VENUE,2022.0,16028,1,PETROL,8.21
Volkswagen,Vento,2016.0,71842,1,PETROL,4.16
Hyundai,Grand i10,2017.0,99358,1,PETROL,4.51
Hyundai,i10,2013.0,34295,2,PETROL,2.56
Renault,Kwid,2019.0,37025,1,PETROL,3.23
Ford,Ecosport,2016.0,46600,2,PETROL,6.19
Maruti,Celerio,2014.0,87262,1,PETROL,3.91
Hyundai,Grand i10,2016.0,61072,1,PETROL,4.51
Maruti,Swift,2015.0,99940,2,PETROL,4.96
Tata,Tiago,2021.0,20755,1,PETROL,5.64
Hyundai,i10,2010.0,74341,1,PETROL,1.67
Tata,NEXON,2021.0,67871,1,DIESEL,8.54
Hyundai,Grand i10,2013.0,76950,1,PETROL,3.35
Maruti,IGNIS,2018.0,73936,1,PETROL,6.13
Hyundai,Grand i10,2016.0,51520,2,PETROL,4.51
Hyundai,Grand i10,2017.0,76507,1,PETROL,4.38
Maruti,Celerio X,2019.0,111212,2,PETROL,4.37
Honda,City,2015.0,19634,1,PETROL,5.66
Hyundai,Verna,2013.0,20103,1,PETROL,11.91
Hyundai,VENUE,2020.0,64656,1,CNG,10.15
Hyundai,Elite i20,2019.0,33236,2,PETROL,7.15
Hyundai,Elite i20,2019.0,63173,1,PETROL,6.93
Hyundai,i20,2013.0,61276,1,PETROL,4.21
Hyundai,NEW SANTRO,2020.0,49799,2,CNG,6.2
Maruti,Ciaz,2019.0,16727,2,PETROL,9.4
Renault,Kwid,2018.0,16156,1,PETROL,3.74
Toyota,YARIS,2018.0,78611,1,PETROL,7.96
Maruti,Baleno,2016.0,51415,1,PETROL,4.81
Hyundai,Elite i20,2016.0,65469,2,DIESEL,6.28
Hyundai,Grand i10,2017.0,66757,2,PETROL,4.92
Datsun,Redi Go,2019.0,33520,1,PETROL,2.85
Hyundai,Grand i10,2014.0,80039,1,PETROL,3.718
Mahindra,XUV 3OO,2020.0,13631,1,PETROL,8.61
Honda,City,2017.0,73990,2,PETROL,5.99
Datsun,Redi Go,2017.0,26603,1,PETROL,1.91
Maruti,S PRESSO,2021.0,39855,1,CNG,4.75
Maruti,Wagon R 1.0,2017.0,80567,2,CNG,3.43
Renault,Kiger,2021.0,13481,1,PETROL,7.89
Toyota,YARIS,2019.0,28149,1,PETROL,8.07
Maruti,Alto K10,2010.0,95418,2,PETROL,1.66
Tata,Tiago,2021.0,13512,1,PETROL,5.79
Maruti,Dzire,2018.0,91932,1,DIESEL,6.06
Maruti,Baleno,2018.0,45655,2,PETROL,6.01
Maruti,Wagon R 1.0,2014.0,72017,2,PETROL,2.84
Maruti,Alto,2021.0,22081,1,CNG,4.61
Maruti,Swift,2016.0,47934,1,PETROL,3.99
Hyundai,Grand i10,2017.0,63011,1,PETROL,4.63
Maruti,Baleno,2020.0,39752,2,PETROL,7.3
Nissan,Micra Active,2016.0,80320,2,PETROL,3.55
Maruti,Alto 800,2014.0,30172,1,PETROL,2.82
Maruti,Baleno,2021.0,21106,1,PETROL,8.21
Honda,Amaze,2013.0,61917,2,CNG,4.1
Hyundai,Grand i10,2019.0,70001,1,PETROL,5.18
Maruti,Wagon R 1.0,2017.0,14658,1,PETROL,4.2
Maruti,Alto 800,2016.0,59281,2,CNG,2.82
Maruti,Alto 800,2016.0,88255,2,PETROL,2.78
Mahindra,Scorpio,2019.0,86765,2,DIESEL,14.05
Maruti,XL6,2021.0,5071,1,PETROL,11.93
Volkswagen,TAIGUN,2022.0,15956,1,PETROL,15.83
Maruti,Baleno,2019.0,49131,2,PETROL,6.45
Maruti,Baleno,2016.0,92262,1,PETROL,4.71
Renault,Kwid,2021.0,9008,1,PETROL,4.83
Hyundai,Grand i10,2019.0,28931,2,PETROL,5.76
Hyundai,Grand i10,2016.0,62505,2,PETROL,4.3
Hyundai,NEW SANTRO,2019.0,42285,1,PETROL,4.91
Hyundai,NEW I20,2020.0,36716,2,PETROL,8.28
Hyundai,Elite i20,2019.0,51897,1,PETROL,7.13
Skoda,Rapid,2016.0,38705,1,PETROL,6.52
Hyundai,Grand i10,2018.0,24029,1,PETROL,4.29
Maruti,Swift Dzire,2015.0,35528,1,CNG,7.8635
Hyundai,Grand i10,2014.0,63113,1,PETROL,4.01
Maruti,Wagon R 1.0,2017.0,83444,1,PETROL,3.91
Tata,NEXON,2018.0,76105,1,DIESEL,6.25
Datsun,Go,2019.0,85674,1,PETROL,4.08
Honda,City,2011.0,40516,2,DIESEL,7.05
Maruti,Baleno,2017.0,63633,1,PETROL,5.83
Maruti,S Cross,2020.0,38253,1,PETROL,10.37
Maruti,New Wagon-R,2019.0,52297,2,CNG,4.65
Maruti,S PRESSO,2020.0,18522,1,PETROL,4.08
Renault,Kiger,2021.0,7598,1,PETROL,9.92
Hyundai,NEW SANTRO,2019.0,21619,1,CNG,5.76
Maruti,Swift Dzire,2014.0,17811,1,PETROL,6.86
Maruti,Alto,2010.0,49984,1,PETROL,1.19
Maruti,Dzire,2017.0,16093,1,PETROL,7.93
Maruti,Celerio,2019.0,41680,1,PETROL,4.98
Hyundai,Grand i10,2016.0,42434,1,PETROL,5.04
Maruti,Wagon R 1.0,2014.0,50279,1,PETROL,3.42
Hyundai,Elite i20,2016.0,89224,2,PETROL,6.01
Maruti,S PRESSO,2019.0,49331,1,PETROL,4.25
Maruti,Alto 800,2017.0,58647,1,PETROL,3.35
Maruti,Ciaz,2018.0,25734,1,PETROL,6.34
Toyota,Glanza,2019.0,93670,3,PETROL,7.87
Maruti,Vitara Brezza,2018.0,90598,2,DIESEL,7.01
Renault,Duster,2017.0,60965,1,DIESEL,8.68
Mahindra,Thar,2021.0,45720,1,DIESEL,15.27
Maruti,Wagon R 1.0,2015.0,71003,2,PETROL,3.66
Hyundai,Verna,2018.0,24047,1,PETROL,4.62
Ford,Ecosport,2015.0,122062,1,DIESEL,3.96
Maruti,Celerio,2016.0,97726,1,PETROL,3.79
Renault,Kiger,2021.0,33025,1,PETROL,7.25
Maruti,Swift Dzire,2015.0,38874,1,PETROL,7.83
Tata,Harrier,2019.0,93942,1,DIESEL,14.98
Maruti,Wagon R 1.0,2014.0,77267,1,PETROL,3.14
Hyundai,NEW SANTRO,2019.0,45490,1,PETROL,4.69
Honda,Amaze,2013.0,90552,2,PETROL,3.02
Hyundai,GRAND I10 NIOS,2022.0,49399,1,CNG,7.51
Hyundai,Tucson New,2018.0,76259,1,DIESEL,16.29
Maruti,New Wagon-R,2022.0,2010,1,CNG,5.76
Renault,Kwid,2020.0,25464,2,PETROL,4.38
Maruti,Wagon R 1.0,2015.0,96498,1,PETROL,3.05
Maruti,Wagon R 1.0,2013.0,39460,1,CNG,3.64
Hyundai,Grand i10,2017.0,18299,1,PETROL,5.15
Maruti,Alto 800,2017.0,26215,1,PETROL,3.53
Datsun,Go Plus,2021.0,48957,1,PETROL,5.84
Maruti,S Cross,2015.0,61036,2,DIESEL,5.57
Hyundai,i10,2015.0,39037,1,PETROL,2.69
Ford,FREESTYLE,2019.0,22989,1,PETROL,5.72
Maruti,New Wagon-R,2019.0,51562,1,PETROL,5.87
Hyundai,Creta,2021.0,11602,1,DIESEL,13.38
Maruti,Swift,2012.0,89691,1,DIESEL,4.54
Maruti,Swift,2014.0,19215,1,PETROL,4.38
Honda,Civic,2020.0,63533,1,PETROL,3.78
Hyundai,Verna,2014.0,50781,1,PETROL,4.89
Hyundai,Elite i20,2018.0,14362,1,PETROL,5.87
Tata,Tiago,2022.0,22136,1,CNG,7.73
Tata,Tiago,2017.0,19588,2,PETROL,4.99
Tata,ALTROZ,2022.0,19941,1,DIESEL,8.91
KIA,SELTOS,2022.0,5008,1,PETROL,17.24
Maruti,Ciaz,2017.0,66931,1,PETROL,5.89
Maruti,Baleno,2019.0,15415,1,PETROL,6.68
Maruti,Alto,2021.0,18471,1,CNG,4.33
Maruti,Swift Dzire,2016.0,47765,2,PETROL,7.27
Maruti,New Wagon-R,2019.0,54490,1,PETROL,5.4
Maruti,Wagon R 1.0,2012.0,26622,1,PETROL,3.28
Hyundai,Xcent,2017.0,91910,1,PETROL,6.95
Tata,NEXON,2020.0,41767,1,PETROL,8.42
Maruti,Wagon R 1.0,2015.0,9934,1,PETROL,3.8
Maruti,Baleno,2019.0,37274,2,PETROL,7.35
Maruti,Swift,2010.0,62746,1,PETROL,1.84
Maruti,Dzire,2018.0,65921,2,DIESEL,6.732
Maruti,Wagon R 1.0,2011.0,74354,2,PETROL,2.86
Renault,Kwid,2021.0,20090,1,PETROL,5.03
Maruti,Alto 800,2015.0,79566,2,PETROL,2.89
Volkswagen,Polo,2017.0,67130,1,PETROL,6.67
Maruti,Baleno,2022.0,8690,1,PETROL,7.84
Maruti,Alto,2021.0,34832,1,CNG,4.22
Tata,NEXON,2017.0,72564,2,PETROL,5.7
Renault,Kwid,2016.0,51985,1,PETROL,2.9965
Renault,Kwid,2018.0,34290,1,PETROL,4.47
Tata,NEXON,2019.0,20610,1,PETROL,8.25
Honda,Amaze,2018.0,55146,2,PETROL,7.62
Renault,Duster,2021.0,7166,1,PETROL,10.09
Maruti,Swift Dzire,2012.0,10893,1,PETROL,9.54
Hyundai,Grand i10,2015.0,61105,1,PETROL,5.07
Maruti,Alto,2020.0,46213,1,PETROL,3.99
Renault,Kwid,2018.0,37166,1,PETROL,4.46
Maruti,Dzire,2018.0,82058,1,PETROL,3.56
Maruti,Ciaz,2018.0,53019,1,PETROL,7.37
Renault,Duster,2019.0,43395,1,PETROL,7.57
Maruti,Ritz,2011.0,104495,2,PETROL,2.08
Hyundai,NEW SANTRO,2020.0,22380,2,PETROL,4.38
Maruti,Wagon R 1.0,2010.0,69120,2,PETROL,3.0
Maruti,Baleno,2019.0,32895,2,PETROL,6.2
Honda,Amaze,2013.0,52189,1,PETROL,4.11
KIA,SELTOS,2021.0,55767,1,PETROL,9.64
Maruti,Baleno,2017.0,45167,2,PETROL,6.78
Hyundai,i20 Active,2017.0,62635,1,PETROL,6.54
Hyundai,i20,2012.0,70600,2,PETROL,3.43
Maruti,Celerio,2017.0,57986,2,PETROL,4.31
Hyundai,i20,2010.0,65702,1,PETROL,1.8
Tata,NEXON,2020.0,67952,1,DIESEL,8.77
Maruti,Alto 800,2013.0,76653,2,PETROL,2.33
Honda,WR-V,2018.0,12280,1,PETROL,7.78
Maruti,Wagon R 1.0,2018.0,26380,1,CNG,4.28
Renault,Kiger,2021.0,41984,1,PETROL,6.32
Maruti,Swift,2015.0,34422,2,PETROL,4.85
Honda,Brio,2015.0,62253,2,PETROL,3.61
Maruti,Alto 800,2015.0,84920,2,CNG,2.28
Mahindra,Thar,2020.0,62342,1,DIESEL,15.32
Maruti,Baleno,2018.0,89242,1,PETROL,7.4
Renault,Kwid,2019.0,73578,1,PETROL,3.88
Maruti,Alto 800,2015.0,62630,1,PETROL,2.19
Maruti,Alto K10,2018.0,90092,1,PETROL,3.32
Hyundai,GRAND I10 NIOS,2019.0,53084,1,DIESEL,7.21
Maruti,Dzire,2019.0,30444,1,PETROL,6.29
Datsun,Redi Go,2016.0,60297,2,PETROL,2.64
Maruti,Swift,2015.0,77147,3,PETROL,4.67
Maruti,Baleno,2017.0,50749,1,PETROL,6.25
Hyundai,Grand i10,2019.0,52929,1,PETROL,5.75
Maruti,Baleno,2021.0,48207,1,PETROL,7.22
Hyundai,Grand i10,2015.0,60197,2,PETROL,4.8
Maruti,Celerio,2017.0,88379,2,PETROL,4.35
Mahindra,XUV 3OO,2019.0,72183,1,PETROL,9.68
Maruti,Baleno,2017.0,68726,1,PETROL,6.11
Ford,Ecosport,2017.0,85389,1,DIESEL,6.32
Maruti,Wagon R 1.0,2012.0,38843,2,PETROL,3.38
Mahindra,Kuv100,2015.0,63417,1,PETROL,3.56
Maruti,Dzire,2019.0,56041,1,DIESEL,8.84
Honda,Jazz,2016.0,34902,3,PETROL,4.51
Maruti,Swift,2020.0,106925,1,PETROL,6.24
KIA,SONET,2021.0,12405,1,PETROL,10.73
Honda,WR-V,2017.0,43841,2,PETROL,7.63
Datsun,Redi Go,2017.0,46031,1,PETROL,2.83
Hyundai,GRAND I10 NIOS,2020.0,12205,1,PETROL,7.82
Volkswagen,Vento,2010.0,72642,2,PETROL,5.14
Honda,City,2016.0,78427,1,PETROL,8.93
Maruti,Swift Dzire,2012.0,64302,1,PETROL,4.08
Skoda,Rapid,2015.0,99165,1,DIESEL,4.19
Datsun,Redi Go,2018.0,65548,1,PETROL,2.52
Maruti,New Wagon-R,2019.0,25253,1,PETROL,5.54
Maruti,Wagon R 1.0,2013.0,59730,2,PETROL,3.4
Maruti,Swift,2019.0,30045,1,PETROL,5.27
Maruti,Baleno,2018.0,47744,1,PETROL,5.96
Datsun,Redi Go,2018.0,11737,2,PETROL,3.53
Hyundai,Xcent,2014.0,52255,2,DIESEL,4.51
Hyundai,Verna,2018.0,63537,2,DIESEL,8.44
Honda,City,2012.0,29332,1,PETROL,4.55
Tata,NEXON,2021.0,18009,1,PETROL,8.85
Hyundai,Elite i20,2016.0,84389,2,PETROL,5.35
Hyundai,Creta,2017.0,72752,1,DIESEL,8.04
Hyundai,Elite i20,2018.0,78064,2,DIESEL,7.59
Maruti,Swift,2017.0,51956,1,PETROL,4.91
Hyundai,Elite i20,2017.0,37369,1,PETROL,6.81
Maruti,Swift,2013.0,77028,1,PETROL,4.95
Maruti,Alto,2020.0,44790,1,PETROL,3.9
Renault,Kwid,2021.0,10605,1,PETROL,4.78
Hyundai,Grand i10,2015.0,56719,2,PETROL,5.34
Nissan,Micra Active,2013.0,70141,1,PETROL,2.01
Renault,Kwid,2017.0,20110,1,PETROL,3.41
Datsun,Go Plus,2020.0,23221,1,PETROL,5.02
Ford,Ecosport,2021.0,21724,1,PETROL,10.27
Tata,Tiago,2020.0,68413,2,PETROL,6.83
Hyundai,Grand i10,2016.0,73565,1,PETROL,4.54
KIA,SELTOS,2020.0,91526,1,PETROL,13.1
Maruti,Celerio,2021.0,2370,1,PETROL,7.16
Maruti,Dzire,2018.0,14065,1,CNG,7.86
Maruti,Vitara Brezza,2018.0,75774,1,DIESEL,8.92
Maruti,Wagon R 1.0,2018.0,16338,2,PETROL,4.55
Maruti,Celerio,2017.0,47734,2,PETROL,4.14
Ford,Ecosport,2014.0,80250,1,PETROL,4.93
Maruti,Alto K10,2015.0,104029,1,PETROL,2.81
Maruti,Vitara Brezza,2021.0,14835,1,PETROL,9.07
Hyundai,i10,2015.0,16726,1,PETROL,3.39
Maruti,Wagon R 1.0,2015.0,77659,1,PETROL,4.08
Honda,City,2017.0,61074,1,PETROL,4.41
Maruti,Ritz,2015.0,41159,1,PETROL,4.42
Honda,Amaze,2015.0,62496,2,PETROL,3.94
Maruti,Baleno,2021.0,45046,2,PETROL,8.0
KIA,SELTOS,2019.0,55081,1,DIESEL,13.58
Volkswagen,Vento,2021.0,28085,1,PETROL,11.44
Hyundai,Grand i10,2019.0,56846,1,PETROL,5.66
Maruti,Celerio,2014.0,61807,3,PETROL,3.56
Honda,City,2015.0,47670,2,PETROL,5.792
Maruti,Wagon R 1.0,2017.0,55057,1,CNG,4.74
Maruti,Wagon R 1.0,2017.0,47323,1,CNG,3.99
Maruti,Swift Dzire,2016.0,59197,1,PETROL,6.94
Hyundai,Eon,2016.0,32082,1,PETROL,2.51
Maruti,New Wagon-R,2020.0,45694,1,CNG,5.55
Hyundai,Creta,2019.0,12000,2,PETROL,12.58
Maruti,Baleno,2017.0,38724,1,PETROL,5.71
Nissan,MAGNITE,2021.0,26387,1,PETROL,7.59
Hyundai,Creta,2016.0,101807,2,DIESEL,8.95
Honda,City,2010.0,33860,2,PETROL,3.29
Renault,Kwid,2017.0,48676,2,PETROL,3.23
Mahindra,XUV500,2017.0,66971,1,DIESEL,14.362
Maruti,Swift,2014.0,98239,1,PETROL,3.9
Hyundai,Grand i10,2018.0,25345,1,PETROL,5.18
Hyundai,Elite i20,2016.0,35286,1,PETROL,6.19
Maruti,Baleno,2020.0,24356,1,PETROL,6.4
Hyundai,Xcent,2014.0,94887,1,PETROL,3.17
Maruti,New Wagon-R,2022.0,7373,1,PETROL,6.49
Hyundai,Tucson New,2016.0,34725,2,PETROL,12.61
Maruti,Alto K10,2015.0,59672,2,PETROL,2.96
Maruti,Swift,2020.0,46549,2,PETROL,5.65
Maruti,New Wagon-R,2019.0,30788,1,PETROL,5.36
Hyundai,i20,2013.0,72256,1,PETROL,4.18
Hyundai,Grand i10,2019.0,20136,1,PETROL,5.15
Maruti,Baleno,2017.0,83969,1,PETROL,5.8
Hyundai,i20,2014.0,55829,2,PETROL,4.73
Maruti,Swift,2021.0,42481,1,PETROL,7.04
Hyundai,GRAND I10 NIOS,2020.0,22480,1,PETROL,5.19
Honda,WR-V,2019.0,70889,1,PETROL,8.02
Datsun,Redi Go,2019.0,9368,1,PETROL,4.09
Hyundai,Grand i10,2014.0,43571,1,PETROL,4.57
Maruti,Celerio,2014.0,24129,2,PETROL,3.4
Hyundai,Eon,2016.0,53055,1,PETROL,3.18
Maruti,Celerio,2017.0,49450,2,PETROL,4.39
Maruti,Alto,2019.0,26449,1,PETROL,3.27
Tata,NEXON,2022.0,17665,1,PETROL,10.85
Renault,Duster,2016.0,94226,2,DIESEL,5.82
Honda,Brio,2015.0,67194,1,PETROL,3.42
Tata,Tiago,2017.0,61094,1,PETROL,4.74
Maruti,Alto,2020.0,19955,1,PETROL,4.12
Datsun,Go Plus,2021.0,10512,1,PETROL,5.41
Honda,Amaze,2017.0,52380,1,PETROL,5.09
Honda,City,2020.0,18547,1,PETROL,3.68
Datsun,Go Plus,2019.0,19068,1,PETROL,4.69
Maruti,Alto K10,2017.0,27720,2,PETROL,3.66
Hyundai,i20,2012.0,55557,2,PETROL,2.71
Hyundai,Verna,2017.0,24083,2,PETROL,6.92
Maruti,Alto K10,2017.0,86555,1,PETROL,3.15
Maruti,Zen Estilo,2010.0,88084,2,PETROL,1.83
Maruti,Baleno,2018.0,85705,1,DIESEL,5.92
Maruti,Baleno,2017.0,20560,1,PETROL,5.48
Datsun,Go Plus,2019.0,24895,1,PETROL,5.01
Tata,NEXON,2019.0,69702,1,DIESEL,9.89
Maruti,Baleno,2016.0,78911,2,PETROL,6.14
MG,HECTOR,2019.0,56561,1,DIESEL,16.15
Tata,Tiago,2016.0,95505,1,PETROL,3.9
Hyundai,Verna,2013.0,71713,1,PETROL,4.55
Hyundai,Grand i10,2017.0,51171,1,PETROL,4.64
Honda,Amaze,2018.0,28483,2,PETROL,6.59
Ford,New Figo,2020.0,11383,1,PETROL,6.75
Honda,City,2017.0,37779,2,PETROL,12.45
Hyundai,Grand i10,2018.0,19353,1,PETROL,5.59
Honda,City,2012.0,41866,1,PETROL,8.67
Renault,Kwid,2018.0,51274,2,PETROL,2.72
Hyundai,Grand i10,2015.0,75409,1,CNG,4.58
Maruti,Wagon R 1.0,2014.0,44754,1,PETROL,3.69
Hyundai,NEW SANTRO,2019.0,24978,2,PETROL,5.54
Hyundai,i10,2011.0,85669,1,PETROL,2.08
Toyota,YARIS,2021.0,23614,1,PETROL,10.15
Hyundai,Creta,2020.0,12975,1,PETROL,18.55
Tata,Tiago,2018.0,43402,1,PETROL,5.48
Maruti,Swift,2021.0,7183,2,PETROL,8.11
Maruti,Swift,2018.0,72228,2,PETROL,5.23
Maruti,Swift Dzire,2016.0,11749,1,PETROL,4.7
Honda,Amaze,2013.0,33951,1,PETROL,9.65
Maruti,New Wagon-R,2019.0,22179,1,PETROL,5.07
Renault,Kwid,2021.0,71306,1,PETROL,4.72
Maruti,Baleno,2017.0,73489,1,PETROL,5.76
Hyundai,Grand i10,2018.0,96534,1,PETROL,4.31
Honda,Amaze,2013.0,114432,2,PETROL,2.57
Ford,Ecosport,2016.0,100601,2,DIESEL,5.34
Maruti,BREZZA,2022.0,16038,1,PETROL,14.02
Renault,TRIBER,2019.0,33853,1,PETROL,6.12
Datsun,Redi Go,2020.0,19205,2,PETROL,4.16
Renault,Duster,2017.0,66718,2,PETROL,6.88
Hyundai,Grand i10,2017.0,73769,1,DIESEL,4.14
Hyundai,i20,2013.0,120740,1,DIESEL,4.68
Maruti,Baleno,2015.0,92172,1,DIESEL,4.08
Maruti,Swift,2019.0,36682,1,CNG,6.5875
Maruti,Baleno,2017.0,37613,1,PETROL,6.06
Renault,Kwid,2018.0,24791,2,PETROL,2.91
Maruti,Swift,2014.0,74938,2,PETROL,5.31
Volkswagen,Vento,2020.0,69513,2,PETROL,7.92
Hyundai,Xcent,2015.0,101643,2,DIESEL,3.1
Tata,NEXON,2021.0,28414,1,PETROL,8.76
Maruti,Alto 800,2014.0,48946,2,PETROL,2.56
Honda,City,2012.0,36780,1,PETROL,3.83
Ford,Ecosport,2019.0,29878,1,PETROL,8.14
Maruti,Alto 800,2018.0,30046,2,PETROL,3.09
Maruti,Ciaz,2017.0,102497,1,DIESEL,8.36
Honda,Amaze,2021.0,94134,1,DIESEL,6.76
Honda,City,2015.0,28765,1,DIESEL,8.73
Maruti,Swift,2018.0,79623,1,PETROL,6.12
Toyota,Glanza,2019.0,28839,1,PETROL,7.89
Honda,Jazz,2018.0,102256,2,DIESEL,6.61
Maruti,Wagon R 1.0,2018.0,69638,1,CNG,3.96
Maruti,IGNIS,2017.0,39181,2,PETROL,4.87
Maruti,Swift Dzire,2016.0,61371,1,PETROL,4.45
Renault,Kwid,2021.0,11812,1,PETROL,4.58
Maruti,Swift,2015.0,71434,2,PETROL,3.33
Hyundai,Eon,2015.0,48485,1,PETROL,2.82
Maruti,Swift Dzire,2014.0,26627,1,PETROL,5.69
Hyundai,Elite i20,2017.0,36350,2,PETROL,6.28
Mahindra,XUV 3OO,2021.0,25852,1,PETROL,9.45
Hyundai,Eon,2014.0,73376,1,PETROL,2.91
Maruti,Alto 800,2016.0,36206,1,PETROL,2.29
Honda,Brio,2012.0,95178,2,PETROL,2.92
Honda,City,2015.0,38854,1,PETROL,6.84
Hyundai,Grand i10,2019.0,24128,2,PETROL,5.09
Mahindra,Kuv100,2017.0,47474,1,PETROL,3.72
Tata,Harrier,2020.0,39611,1,DIESEL,16.76
Hyundai,Verna,2019.0,65079,1,PETROL,5.6
Maruti,S PRESSO,2022.0,17888,1,PETROL,5.29
Honda,City,2015.0,92675,2,PETROL,5.17
Honda,City,2011.0,63872,2,PETROL,5.57
KIA,SELTOS,2019.0,70651,1,DIESEL,14.13
Maruti,Dzire,2019.0,20199,2,PETROL,7.03
Hyundai,Elite i20,2016.0,81188,2,PETROL,4.83
Tata,PUNCH,2022.0,22921,1,PETROL,7.84
Maruti,Baleno,2021.0,22615,2,PETROL,7.51
Maruti,Baleno,2020.0,13069,2,PETROL,7.23
Maruti,Swift,2015.0,69216,2,PETROL,4.88
Ford,Ecosport,2016.0,84070,2,PETROL,5.29
Maruti,Swift,2017.0,75594,2,PETROL,3.85
Renault,Duster,2017.0,101034,1,DIESEL,6.39
Maruti,Alto,2019.0,10511,1,PETROL,3.45
Honda,WR-V,2019.0,64460,3,DIESEL,7.51
Mahindra,KUV 100 NXT,2018.0,28547,1,PETROL,5.27
Mahindra,XUV500,2018.0,45996,2,DIESEL,11.51
Maruti,Swift,2015.0,47124,1,PETROL,4.14
Hyundai,i10,2013.0,54362,3,PETROL,3.12
Maruti,Swift,2015.0,37290,1,PETROL,4.4
Toyota,Etios Liva,2011.0,1,1,PETROL,2.81
Toyota,Corolla Altis,2013.0,43285,2,DIESEL,4.16
Hyundai,Verna,2017.0,26830,1,PETROL,4.67
Renault,Kwid,2020.0,22660,1,PETROL,4.7
Hyundai,Verna,2014.0,67517,1,PETROL,7.31
Maruti,IGNIS,2018.0,35874,2,PETROL,3.92
Ford,Ecosport,2016.0,89850,3,DIESEL,4.26
Maruti,Swift,2017.0,69221,1,PETROL,5.15
Maruti,Alto K10,2015.0,77134,2,PETROL,2.81
Hyundai,Grand i10,2017.0,15238,1,PETROL,4.61
Hyundai,Verna,2014.0,22620,1,PETROL,6.03
Mahindra,XUV500,2018.0,56519,2,DIESEL,10.82
Hyundai,NEW SANTRO,2019.0,52733,1,CNG,5.23
Mahindra,KUV 100 NXT,2018.0,43442,3,DIESEL,5.92
Maruti,Alto K10,2015.0,59114,1,CNG,3.07
Maruti,Alto 800,2017.0,78969,1,PETROL,3.37
Hyundai,i20,2012.0,102070,2,DIESEL,3.89
Maruti,Swift,2012.0,35195,1,PETROL,4.46
Maruti,Baleno,2017.0,18290,2,PETROL,6.23
Maruti,Alto 800,2014.0,54690,1,PETROL,2.338
Maruti,Swift Dzire,2013.0,91153,1,PETROL,3.64
Hyundai,Grand i10,2017.0,40108,1,PETROL,5.24
Maruti,S Cross,2020.0,23634,1,PETROL,9.6
Honda,Brio,2012.0,90184,1,PETROL,3.45
Hyundai,Creta,2019.0,80463,1,DIESEL,12.74
Honda,WR-V,2017.0,74445,2,PETROL,7.24
Maruti,Baleno,2015.0,53276,1,PETROL,4.13
Maruti,Ritz,2014.0,82506,2,PETROL,2.89
