Unnamed: 0,car_name,year,kilometers_driven,owner_type,fuel_type,location,drive_type,body_type,price,brand,model,owner_type_str,price_lakhs
2355,Maruti Ciaz,2016.0,114119,1,PETROL,,Automatic,Sedan,614000,Maruti,Ciaz,First,6.14
2356,Maruti Dzire,2017.0,74344,1,DIESEL,GJ-01,Manual,Sedan,697000,Maruti,Dzire,First,6.97
2357,Hyundai Verna,2017.0,31198,1,PETROL,KA-01,Manual,Sedan,782000,Hyundai,Verna,First,7.82
2358,Maruti A Star,2010.0,46559,1,PETROL,WB-06,Manual,HatchBack,175000,Maruti,A Star,First,1.75
2359,Hyundai Elite i20,2017.0,27172,1,PETROL,TS-08,Manual,HatchBack,693000,Hyundai,Elite i20,First,6.93
2360,Maruti Swift Dzire,2012.0,121911,1,DIESEL,HR-01,Manual,Sedan,394000,Maruti,Swift Dzire,First,3.94
2361,Hyundai Verna,2016.0,95667,3,DIESEL,TS-12,Manual,Sedan,564000,Hyundai,Verna,Third,5.64
2362,Hyundai Eon,2017.0,39577,1,PETROL,PB-08,Manual,HatchBack,319000,Hyundai,Eon,First,3.19
2363,Honda Amaze,2020.0,38595,1,PETROL,UP-16,Automatic,Sedan,963000,Honda,Amaze,First,9.63
2364,Maruti Swift,2013.0,62217,1,PETROL,KA-03,Manual,HatchBack,472000,Maruti,Swift,First,4.72
2365,Hyundai Creta,2019.0,48494,1,CNG,HR-13,Automatic,SUV,1108000,Hyundai,Creta,First,11.08
2366,Hyundai i10,2012.0,31474,1,PETROL,KA-50,Automatic,HatchBack,398000,Hyundai,i10,First,3.98
2367,Hyundai Grand i10,2017.0,39595,1,PETROL,TS-07,Manual,HatchBack,555000,Hyundai,Grand i10,First,5.55
2368,Honda City,2019.0,32764,1,PETROL,BR-01,Manual,Sedan,677000,Honda,City,First,6.77
2369,Tata Tiago,2019.0,56261,1,PETROL,PB-91,Manual,HatchBack,475000,Tata,Tiago,First,4.75
2370,Maruti Wagon R 1.0,2017.0,40045,2,PETROL,DL-3C,Automatic,HatchBack,389000,Maruti,Wagon R 1.0,Second,3.89
2371,Maruti Swift,2017.0,21736,1,PETROL,GJ-01,Manual,HatchBack,562000,Maruti,Swift,First,5.62
2372,Tata Tiago,2018.0,37814,1,PETROL,TS-15,Automatic,HatchBack,585000,Tata,Tiago,First,5.85
2373,Hyundai Eon,2017.0,31803,1,PETROL,TN-07,Manual,HatchBack,332000,Hyundai,Eon,First,3.32
2374,Hyundai Elite i20,2017.0,80030,1,PETROL,TS-08,Manual,HatchBack,661000,Hyundai,Elite i20,First,6.61
2375,Hyundai Creta,2018.0,61943,2,DIESEL,DL-5C,Manual,SUV,828000,Hyundai,Creta,Second,8.28
2376,Hyundai Elite i20,2019.0,26880,2,PETROL,GJ-18,Manual,HatchBack,703000,Hyundai,Elite i20,Second,7.03
2377,Hyundai Grand i10,2016.0,64115,1,PETROL,TN-13,Manual,HatchBack,488000,Hyundai,Grand i10,First,4.88
2378,Skoda Rapid,2016.0,98376,1,DIESEL,GJ-27,Manual,Sedan,691000,Skoda,Rapid,First,6.91
2379,Hyundai Elite i20,2015.0,21693,1,PETROL,DL-10,Manual,HatchBack,570000,Hyundai,Elite i20,First,5.7
2380,Volkswagen Vento,2015.0,79288,1,PETROL,MH-47,Automatic,Sedan,501000,Volkswagen,Vento,First,5.01
2381,Maruti Wagon R 1.0,2014.0,38529,1,CNG,MH-02,Manual,HatchBack,366000,Maruti,Wagon R 1.0,First,3.66
2382,Maruti New Wagon-R,2019.0,53085,1,CNG,HR-29,Manual,HatchBack,519000,Maruti,New Wagon-R,First,5.19
2383,Honda Brio,2013.0,68384,1,PETROL,DL-4C,Manual,HatchBack,269000,Honda,Brio,First,2.69
2384,Volkswagen Ameo,2016.0,95116,1,DIESEL,TN-37,Manual,Sedan,511000,Volkswagen,Ameo,First,5.11
2385,Maruti New Wagon-R,2021.0,18457,1,CNG,MH-14,Manual,HatchBack,623000,Maruti,New Wagon-R,First,6.23
2386,Maruti Wagon R 1.0,2014.0,23760,1,PETROL,DL-2C,Manual,HatchBack,276000,Maruti,Wagon R 1.0,First,2.76
2387,Maruti IGNIS,2021.0,45873,1,PETROL,GJ-03,Manual,HatchBack,527000,Maruti,IGNIS,First,5.27
2388,Maruti Alto,2012.0,100100,1,PETROL,,Manual,HatchBack,236000,Maruti,Alto,First,2.36
2389,Hyundai VENUE,2019.0,36675,2,PETROL,GJ-36,Automatic,SUV,937000,Hyundai,VENUE,Second,9.37
2390,Maruti Swift,2017.0,61280,2,PETROL,TS-07,Manual,HatchBack,594000,Maruti,Swift,Second,5.94
2391,Maruti Wagon R 1.0,2017.0,62419,1,CNG,MH-02,Manual,HatchBack,392000,Maruti,Wagon R 1.0,First,3.92
2392,Renault Duster,2019.0,5933,1,PETROL,TS-11,Automatic,SUV,852000,Renault,Duster,First,8.52
2393,Maruti Alto K10,2017.0,35112,2,PETROL,KA-22,Manual,HatchBack,345000,Maruti,Alto K10,Second,3.45
2394,Hyundai Grand i10,2017.0,22294,1,PETROL,GJ-06,Manual,HatchBack,571000,Hyundai,Grand i10,First,5.71
2395,Hyundai Elite i20,2019.0,67449,2,PETROL,GJ-16,Manual,HatchBack,647000,Hyundai,Elite i20,Second,6.47
2396,Maruti Ciaz,2017.0,14010,1,PETROL,GJ-01,Automatic,Sedan,1144000,Maruti,Ciaz,First,11.44
2397,Hyundai GRAND I10 NIOS,2021.0,34714,1,CNG,HR-98,Manual,HatchBack,701000,Hyundai,GRAND I10 NIOS,First,7.01
2398,Honda Brio,2012.0,87713,2,PETROL,DL-4C,Manual,HatchBack,248000,Honda,Brio,Second,2.48
2399,Maruti Zen Estilo,2010.0,79176,2,PETROL,MH-27,Manual,HatchBack,159000,Maruti,Zen Estilo,Second,1.59
2400,Honda City,2017.0,106933,1,PETROL,,Manual,Sedan,322000,Honda,City,First,3.22
2401,Honda Jazz,2018.0,35099,1,PETROL,GJ-01,Manual,HatchBack,610000,Honda,Jazz,First,6.1
2402,Honda Jazz,2015.0,98051,1,DIESEL,MH-47,Manual,HatchBack,467000,Honda,Jazz,First,4.67
2403,Honda City,2017.0,74573,1,PETROL,RJ-40,Automatic,Sedan,746000,Honda,City,First,7.46
2404,Maruti Alto 800,2018.0,21549,1,PETROL,MP-09,Manual,HatchBack,313000,Maruti,Alto 800,First,3.13
2405,Hyundai Grand i10,2017.0,43926,1,PETROL,WB-02,Manual,HatchBack,405000,Hyundai,Grand i10,First,4.05
2406,Maruti Swift,2012.0,42762,1,PETROL,KA-04,Manual,HatchBack,487000,Maruti,Swift,First,4.87
2407,Maruti Baleno,2016.0,57404,1,DIESEL,TN-07,Manual,HatchBack,632000,Maruti,Baleno,First,6.32
2408,Hyundai Creta,2018.0,67341,1,DIESEL,TS-09,Manual,SUV,1080000,Hyundai,Creta,First,10.8
2409,Maruti Wagon R 1.0,2011.0,70937,3,PETROL,MH-14,Manual,HatchBack,242000,Maruti,Wagon R 1.0,Third,2.42
2410,Honda Brio,2014.0,50670,2,PETROL,TS-12,Manual,HatchBack,418000,Honda,Brio,Second,4.18
2411,Maruti Baleno,2016.0,63328,1,PETROL,KA-01,Automatic,HatchBack,622000,Maruti,Baleno,First,6.22
2412,Hyundai i10,2014.0,47025,1,PETROL,MH-14,Manual,HatchBack,364000,Hyundai,i10,First,3.64
2413,Hyundai Verna,2013.0,45517,1,DIESEL,AP-28,Manual,Sedan,413000,Hyundai,Verna,First,4.13
2414,Maruti Alto 800,2019.0,32402,1,PETROL,WB-26,Manual,HatchBack,301000,Maruti,Alto 800,First,3.01
2415,Maruti Swift Dzire,2016.0,73201,1,DIESEL,HR-36,Manual,Sedan,544000,Maruti,Swift Dzire,First,5.44
2416,Datsun Go,2016.0,47323,1,PETROL,KL-45,Manual,HatchBack,212000,Datsun,Go,First,2.12
2417,Maruti IGNIS,2017.0,67242,2,PETROL,PB-10,Automatic,HatchBack,509000,Maruti,IGNIS,Second,5.09
2418,Maruti A Star,2010.0,18589,1,PETROL,DL-2C,Manual,HatchBack,150000,Maruti,A Star,First,1.5
2419,Toyota YARIS,2020.0,103777,1,PETROL,,Manual,Sedan,628000,Toyota,YARIS,First,6.28
2420,Maruti Alto,2010.0,9129,1,PETROL,WB-06,Manual,HatchBack,150000,Maruti,Alto,First,1.5
2421,Hyundai Elite i20,2016.0,90374,1,PETROL,TS-08,Manual,HatchBack,624000,Hyundai,Elite i20,First,6.24
2422,Maruti Celerio,2015.0,50934,1,PETROL,MH-12,Automatic,HatchBack,390000,Maruti,Celerio,First,3.9
2423,Honda Jazz,2017.0,69745,1,PETROL,GJ-01,Manual,HatchBack,498000,Honda,Jazz,First,4.98
2424,Volkswagen Polo,2018.0,32406,2,PETROL,TS-10,Manual,HatchBack,578000,Volkswagen,Polo,Second,5.78
2425,Maruti Dzire,2021.0,40394,2,PETROL,KA-04,Automatic,Sedan,731000,Maruti,Dzire,Second,7.31
2426,Hyundai Eon,2017.0,119490,1,PETROL,,Manual,HatchBack,279000,Hyundai,Eon,First,2.79
2427,Hyundai Creta,2017.0,80702,1,DIESEL,KA-41,Automatic,SUV,1098000,Hyundai,Creta,First,10.98
2428,Maruti Vitara Brezza,2021.0,34541,1,PETROL,PB-65,Manual,SUV,907000,Maruti,Vitara Brezza,First,9.07
2429,Hyundai Grand i10,2019.0,46210,2,PETROL,KL-73,Manual,HatchBack,430000,Hyundai,Grand i10,Second,4.3
2430,Hyundai VENUE,2021.0,13342,1,PETROL,GJ-22,Manual,SUV,991000,Hyundai,VENUE,First,9.91
2431,Toyota Corolla Altis,2017.0,66207,1,PETROL,MH-01,Automatic,Lux_sedan,1086000,Toyota,Corolla Altis,First,10.86
2432,Maruti S Cross,2017.0,70930,1,DIESEL,MH-36,Manual,SUV,645000,Maruti,S Cross,First,6.45
2433,Toyota Etios Liva,2018.0,90753,1,DIESEL,UP-16,Manual,HatchBack,508000,Toyota,Etios Liva,First,5.08
2434,Toyota Etios Liva,2011.0,55314,1,PETROL,WB-06,Manual,HatchBack,213000,Toyota,Etios Liva,First,2.13
2435,Maruti Baleno,2018.0,18335,1,PETROL,MH-02,Manual,HatchBack,636000,Maruti,Baleno,First,6.36
2436,Maruti Baleno,2019.0,48397,2,PETROL,DL-8C,Manual,HatchBack,550000,Maruti,Baleno,Second,5.5
2437,Tata TIGOR,2021.0,31271,1,PETROL,MH-12,Automatic,Sedan,706000,Tata,TIGOR,First,7.06
2438,Hyundai Elite i20,2016.0,56136,2,PETROL,DL-10,Manual,HatchBack,523000,Hyundai,Elite i20,Second,5.23
2439,Maruti Zen Estilo,2010.0,35817,1,PETROL,DL-9C,Manual,HatchBack,147000,Maruti,Zen Estilo,First,1.47
2440,Mahindra XUV500,2017.0,77254,1,DIESEL,KA-51,Manual,Lux_SUV,1076350,Mahindra,XUV500,First,10.7635
2441,Mahindra XUV 3OO,2019.0,57202,1,PETROL,KA-05,Manual,SUV,974000,Mahindra,XUV 3OO,First,9.74
2442,Ford Ecosport,2017.0,91641,1,PETROL,HR-26,Automatic,SUV,651000,Ford,Ecosport,First,6.51
2443,Maruti Alto 800,2014.0,32586,2,PETROL,WB-02,Manual,HatchBack,216000,Maruti,Alto 800,Second,2.16
2444,Maruti Alto 800,2018.0,63556,1,PETROL,TN-09,Manual,HatchBack,341000,Maruti,Alto 800,First,3.41
2445,Maruti Alto K10,2011.0,63122,1,PETROL,BR-01,Manual,HatchBack,163000,Maruti,Alto K10,First,1.63
2446,Honda City,2017.0,66960,1,PETROL,DL-14,Manual,Sedan,494000,Honda,City,First,4.94
2447,Maruti Alto,2020.0,28328,1,PETROL,RJ-45,Manual,HatchBack,409000,Maruti,Alto,First,4.09
2448,Maruti IGNIS,2017.0,51788,1,CNG,MH-12,Automatic,HatchBack,613000,Maruti,IGNIS,First,6.13
2449,Hyundai Grand i10,2017.0,56218,1,PETROL,TN-11,Automatic,HatchBack,559000,Hyundai,Grand i10,First,5.59
2450,Maruti Ciaz,2016.0,55437,2,PETROL,KA-03,Manual,Sedan,661000,Maruti,Ciaz,Second,6.61
2451,Maruti New Wagon-R,2019.0,43236,2,PETROL,BR-01,Manual,HatchBack,467000,Maruti,New Wagon-R,Second,4.67
2452,Maruti Swift,2018.0,45911,1,PETROL,TS-09,Automatic,HatchBack,729000,Maruti,Swift,First,7.29
2453,Renault Kwid,2018.0,27862,3,PETROL,GJ-14,Manual,HatchBack,345000,Renault,Kwid,Third,3.45
2454,Maruti Alto,2021.0,20340,1,CNG,TN-06,Manual,HatchBack,465000,Maruti,Alto,First,4.65
2455,Hyundai AURA,2021.0,21923,1,PETROL,TN-03,Manual,Sedan,672000,Hyundai,AURA,First,6.72
2456,Maruti Ciaz,2022.0,33151,1,PETROL,KA-51,Automatic,Sedan,851000,Maruti,Ciaz,First,8.51
2457,Maruti Celerio,2019.0,103872,1,CNG,MH-12,Manual,HatchBack,509000,Maruti,Celerio,First,5.09
2458,Tata Tiago,2017.0,70952,1,PETROL,KA-41,Manual,HatchBack,488000,Tata,Tiago,First,4.88
2459,Maruti Celerio,2017.0,49815,1,PETROL,KA-01,Automatic,HatchBack,520000,Maruti,Celerio,First,5.2
2460,Renault Duster,2018.0,61426,2,PETROL,TN-02,Manual,SUV,711000,Renault,Duster,Second,7.11
2461,Maruti Swift,2020.0,64086,1,PETROL,KA-04,Automatic,HatchBack,705000,Maruti,Swift,First,7.05
2462,Hyundai Creta,2020.0,41003,1,PETROL,GJ-18,Automatic,SUV,1492000,Hyundai,Creta,First,14.92
2463,Honda City,2021.0,19497,1,PETROL,KA-50,Manual,Sedan,1250000,Honda,City,First,12.5
2464,Ford Ecosport,2018.0,24567,2,PETROL,KA-51,Manual,SUV,945000,Ford,Ecosport,Second,9.45
2465,Maruti Swift,2017.0,71763,1,PETROL,HR-51,Manual,HatchBack,478000,Maruti,Swift,First,4.78
2466,Renault Kwid,2018.0,71789,1,PETROL,KA-05,Automatic,HatchBack,406000,Renault,Kwid,First,4.06
2467,Tata Tiago,2017.0,25704,1,PETROL,HR-26,Automatic,HatchBack,508000,Tata,Tiago,First,5.08
2468,Maruti Baleno,2016.0,51002,2,PETROL,MH-43,Manual,HatchBack,531000,Maruti,Baleno,Second,5.31
2469,Tata ALTROZ,2021.0,12280,1,PETROL,TS-08,Manual,HatchBack,792000,Tata,ALTROZ,First,7.92
2470,Hyundai Elite i20,2014.0,47140,1,DIESEL,TS-09,Manual,HatchBack,591000,Hyundai,Elite i20,First,5.91
2471,Maruti Baleno,2018.0,60684,1,PETROL,MH-03,Manual,HatchBack,591000,Maruti,Baleno,First,5.91
2472,Hyundai Grand i10,2015.0,32168,1,PETROL,KA-03,Manual,HatchBack,535000,Hyundai,Grand i10,First,5.35
2473,Renault Kwid,2020.0,56485,1,PETROL,KA-15,Manual,HatchBack,412000,Renault,Kwid,First,4.12
2474,Tata Tiago,2020.0,51040,1,PETROL,TN-14,Automatic,HatchBack,627000,Tata,Tiago,First,6.27
2475,Honda Amaze,2014.0,12288,2,PETROL,TN-10,Manual,Sedan,659000,Honda,Amaze,Second,6.59
2476,Volkswagen Polo,2014.0,76583,3,PETROL,HR-51,Manual,HatchBack,410000,Volkswagen,Polo,Third,4.1
2477,Hyundai Verna,2018.0,28388,1,PETROL,TS-09,Manual,Sedan,781000,Hyundai,Verna,First,7.81
2478,Maruti S PRESSO,2020.0,21226,1,PETROL,KA-63,Manual,HatchBack,485000,Maruti,S PRESSO,First,4.85
2479,Renault Kwid,2021.0,1680,1,PETROL,MH-12,Automatic,HatchBack,525000,Renault,Kwid,First,5.25
2480,Hyundai Santro Xing,2013.0,6111,2,PETROL,MH-43,Manual,HatchBack,226000,Hyundai,Santro Xing,Second,2.26
2481,Hyundai Grand i10,2017.0,19924,1,PETROL,DL-10,Manual,HatchBack,496000,Hyundai,Grand i10,First,4.96
2482,Hyundai Grand i10,2016.0,29966,1,PETROL,HR-26,Manual,HatchBack,513000,Hyundai,Grand i10,First,5.13
2483,Hyundai Grand i10,2018.0,11097,1,PETROL,DL-3C,Manual,HatchBack,503000,Hyundai,Grand i10,First,5.03
2484,Hyundai i10,2016.0,42444,1,PETROL,KA-51,Manual,HatchBack,396000,Hyundai,i10,First,3.96
2485,Hyundai Elite i20,2017.0,32289,2,PETROL,TS-10,Automatic,HatchBack,687000,Hyundai,Elite i20,Second,6.87
2486,Maruti Ertiga,2016.0,65151,1,PETROL,TN-10,Manual,SUV,795000,Maruti,Ertiga,First,7.95
2487,Maruti Wagon R 1.0,2014.0,82749,2,CNG,MH-03,Manual,HatchBack,292000,Maruti,Wagon R 1.0,Second,2.92
2488,Hyundai Elite i20,2019.0,75000,1,PETROL,GJ-01,Manual,HatchBack,710000,Hyundai,Elite i20,First,7.1
2489,Hyundai GRAND I10 NIOS,2022.0,23005,1,CNG,HR-87,Manual,HatchBack,749000,Hyundai,GRAND I10 NIOS,First,7.49
2490,Tata ALTROZ,2020.0,27651,1,PETROL,BR-01,Manual,HatchBack,525000,Tata,ALTROZ,First,5.25
2491,Honda City,2014.0,66138,2,PETROL,GJ-24,Manual,Sedan,722000,Honda,City,Second,7.22
2492,Tata NEXON,2019.0,70632,1,PETROL,DL-10,Automatic,SUV,862000,Tata,NEXON,First,8.62
2493,Maruti Alto 800,2019.0,29095,2,PETROL,WB-26,Manual,HatchBack,279000,Maruti,Alto 800,Second,2.79
2494,Maruti Alto 800,2018.0,9370,1,PETROL,MH-46,Manual,HatchBack,336000,Maruti,Alto 800,First,3.36
2495,Hyundai Creta,2016.0,65117,1,PETROL,MH-02,Manual,SUV,784000,Hyundai,Creta,First,7.84
2496,Hyundai NEW SANTRO,2021.0,39295,1,CNG,DL-9C,Manual,HatchBack,583000,Hyundai,NEW SANTRO,First,5.83
2497,Datsun Go Plus,2018.0,27977,1,PETROL,GJ-01,Manual,HatchBack,334000,Datsun,Go Plus,First,3.34
2498,Ford Ecosport,2014.0,54379,1,PETROL,DL-10,Manual,SUV,480000,Ford,Ecosport,First,4.8
2499,Hyundai Creta,2018.0,71764,1,DIESEL,UP-16,Manual,SUV,1122000,Hyundai,Creta,First,11.22
2500,Maruti Dzire,2019.0,20981,1,PETROL,DL-3C,Manual,Sedan,646000,Maruti,Dzire,First,6.46
2501,Hyundai NEW SANTRO,2019.0,74504,1,PETROL,RJ-02,Manual,HatchBack,404000,Hyundai,NEW SANTRO,First,4.04
2502,Maruti S PRESSO,2020.0,44001,1,CNG,MH-04,Manual,HatchBack,486000,Maruti,S PRESSO,First,4.86
2503,Maruti Wagon R 1.0,2015.0,57441,3,PETROL,RJ-14,Manual,HatchBack,342000,Maruti,Wagon R 1.0,Third,3.42
2504,Honda Jazz,2017.0,59453,1,PETROL,MH-47,Automatic,HatchBack,583000,Honda,Jazz,First,5.83
2505,Maruti Swift,2018.0,70839,1,DIESEL,TN-10,Manual,HatchBack,634000,Maruti,Swift,First,6.34
2506,Honda Jazz,2015.0,52544,1,PETROL,HR-51,Manual,HatchBack,422000,Honda,Jazz,First,4.22
2507,Mahindra KUV 100 NXT,2018.0,12882,1,PETROL,MP-09,Manual,SUV,383000,Mahindra,KUV 100 NXT,First,3.83
2508,Hyundai i20 Active,2016.0,61631,2,PETROL,MH-46,Manual,HatchBack,482000,Hyundai,i20 Active,Second,4.82
2509,Hyundai Elite i20,2014.0,69351,1,PETROL,MH-02,Manual,HatchBack,430000,Hyundai,Elite i20,First,4.3
2510,Hyundai Elite i20,2016.0,33329,1,PETROL,DL-8C,Manual,HatchBack,577000,Hyundai,Elite i20,First,5.77
2511,Hyundai Eon,2014.0,38385,1,PETROL,MH-01,Manual,HatchBack,215000,Hyundai,Eon,First,2.15
2512,Hyundai NEW SANTRO,2020.0,23731,2,PETROL,KL-65,Manual,HatchBack,469000,Hyundai,NEW SANTRO,Second,4.69
2513,Maruti Baleno,2020.0,29716,1,PETROL,GJ-38,Manual,HatchBack,586000,Maruti,Baleno,First,5.86
2514,Hyundai Elite i20,2017.0,39801,2,PETROL,WB-24,Manual,HatchBack,550000,Hyundai,Elite i20,Second,5.5
2515,Tata NEXON,2019.0,4884,2,PETROL,MH-05,Automatic,SUV,817000,Tata,NEXON,Second,8.17
2516,Tata ALTROZ,2021.0,33411,1,DIESEL,UP-14,Manual,HatchBack,842000,Tata,ALTROZ,First,8.42
2517,Maruti Alto 800,2015.0,63330,1,PETROL,KA-53,Manual,HatchBack,296600,Maruti,Alto 800,First,2.966
2518,Maruti Swift Dzire,2013.0,108633,1,DIESEL,KL-67,Manual,Sedan,503000,Maruti,Swift Dzire,First,5.03
2519,Renault Kwid,2017.0,35417,1,PETROL,KL-01,Manual,HatchBack,307000,Renault,Kwid,First,3.07
2520,Honda Amaze,2013.0,56364,1,PETROL,UP-78,Manual,Sedan,340000,Honda,Amaze,First,3.4
2521,Volkswagen Polo,2020.0,94796,1,PETROL,GJ-38,Manual,HatchBack,548000,Volkswagen,Polo,First,5.48
2522,Hyundai Elite i20,2018.0,40673,1,PETROL,MH-48,Manual,HatchBack,656000,Hyundai,Elite i20,First,6.56
2523,Hyundai Elite i20,2018.0,56838,2,PETROL,MP-04,Manual,HatchBack,522000,Hyundai,Elite i20,Second,5.22
2524,Hyundai Verna,2018.0,57187,1,PETROL,DL-4C,Manual,Sedan,270000,Hyundai,Verna,First,2.7
2525,Hyundai Verna,2013.0,39461,1,PETROL,TS-07,Automatic,Sedan,746000,Hyundai,Verna,First,7.46
2526,Maruti XL6,2021.0,25692,1,PETROL,GJ-18,Automatic,SUV,1139000,Maruti,XL6,First,11.39
2527,Maruti Alto 800,2016.0,48071,1,PETROL,TS-08,Manual,HatchBack,322000,Maruti,Alto 800,First,3.22
2528,Hyundai i10,2011.0,104145,1,PETROL,,Manual,HatchBack,196000,Hyundai,i10,First,1.96
2529,Renault Kiger,2021.0,16466,1,PETROL,TS-09,Manual,HatchBack,637750,Renault,Kiger,First,6.3775
2530,Hyundai Elite i20,2020.0,40560,1,PETROL,KA-51,Manual,HatchBack,790000,Hyundai,Elite i20,First,7.9
2531,Maruti Baleno,2017.0,25405,1,PETROL,HR-10,Manual,HatchBack,546000,Maruti,Baleno,First,5.46
2532,Tata Tiago,2018.0,54616,1,PETROL,MP-09,Manual,HatchBack,390000,Tata,Tiago,First,3.9
2533,Ford Ecosport,2015.0,35133,1,PETROL,HR-26,Manual,SUV,574000,Ford,Ecosport,First,5.74
2534,Hyundai Creta,2019.0,43008,1,PETROL,GJ-27,Automatic,SUV,1153000,Hyundai,Creta,First,11.53
2535,Renault Kwid,2019.0,14052,1,PETROL,HR-72,Manual,HatchBack,425000,Renault,Kwid,First,4.25
2536,Honda Amaze,2020.0,66712,1,PETROL,WB-02,Manual,Sedan,589650,Honda,Amaze,First,5.8965
2537,Maruti Swift Dzire,2016.0,70940,1,PETROL,TN-14,Manual,Sedan,582000,Maruti,Swift Dzire,First,5.82
2538,Mahindra XUV 3OO,2021.0,48096,1,PETROL,TS-10,Manual,SUV,989000,Mahindra,XUV 3OO,First,9.89
2539,Ford Ecosport,2019.0,43760,1,DIESEL,HR-36,Manual,SUV,802000,Ford,Ecosport,First,8.02
2540,Hyundai Grand i10,2019.0,20606,2,PETROL,KA-51,Manual,HatchBack,564000,Hyundai,Grand i10,Second,5.64
2541,Maruti Swift,2015.0,97286,1,PETROL,UP-16,Manual,HatchBack,405000,Maruti,Swift,First,4.05
2542,Hyundai Eon,2012.0,43507,1,PETROL,TN-09,Manual,HatchBack,225000,Hyundai,Eon,First,2.25
2543,Hyundai Elite i20,2017.0,60136,1,PETROL,KA-01,Manual,HatchBack,692000,Hyundai,Elite i20,First,6.92
2544,Toyota Etios Liva,2012.0,55894,2,PETROL,BR-01,Manual,HatchBack,222000,Toyota,Etios Liva,Second,2.22
2545,Maruti Ciaz,2018.0,34935,1,PETROL,TN-73,Manual,Sedan,708000,Maruti,Ciaz,First,7.08
2546,Maruti Swift Dzire,2011.0,91841,1,PETROL,TN-87,Manual,Sedan,772000,Maruti,Swift Dzire,First,7.72
2547,Hyundai Elite i20,2017.0,17127,1,PETROL,UP-14,Manual,HatchBack,529000,Hyundai,Elite i20,First,5.29
2548,Ford FREESTYLE,2018.0,42024,1,PETROL,GJ-01,Manual,SUV,571000,Ford,FREESTYLE,First,5.71
2549,Maruti Ciaz,2018.0,28048,1,PETROL,GJ-01,Manual,Sedan,820000,Maruti,Ciaz,First,8.2
2550,Hyundai NEW I20,2021.0,10444,1,PETROL,WB-06,Manual,HatchBack,781000,Hyundai,NEW I20,First,7.81
2551,Honda WR-V,2017.0,58216,1,PETROL,TN-07,Manual,SUV,668000,Honda,WR-V,First,6.68
2552,Hyundai Verna,2018.0,46688,1,PETROL,PB-06,Manual,Sedan,672000,Hyundai,Verna,First,6.72
2553,Tata Tiago,2018.0,34217,1,DIESEL,MH-20,Manual,HatchBack,616000,Tata,Tiago,First,6.16
2554,Hyundai Grand i10,2014.0,55842,2,PETROL,WB-08,Manual,HatchBack,361000,Hyundai,Grand i10,Second,3.61
2555,Tata Tiago,2018.0,25869,3,PETROL,MH-03,Automatic,HatchBack,402000,Tata,Tiago,Third,4.02
2556,Maruti Swift,2013.0,76606,1,PETROL,UP-14,Manual,HatchBack,335000,Maruti,Swift,First,3.35
2557,Hyundai i20 Active,2017.0,25467,1,PETROL,MH-04,Manual,HatchBack,586000,Hyundai,i20 Active,First,5.86
2558,Hyundai Grand i10,2017.0,17427,1,PETROL,DL-4C,Manual,HatchBack,483000,Hyundai,Grand i10,First,4.83
2559,Maruti Baleno,2017.0,39175,1,PETROL,MH-02,Manual,HatchBack,616000,Maruti,Baleno,First,6.16
2560,Hyundai Elite i20,2017.0,60372,1,PETROL,MH-46,Manual,HatchBack,567000,Hyundai,Elite i20,First,5.67
2561,Maruti Ciaz,2015.0,31093,1,DIESEL,KA-05,Automatic,Sedan,717000,Maruti,Ciaz,First,7.17
2562,Maruti Baleno,2020.0,13074,1,PETROL,KL-01,Manual,HatchBack,815000,Maruti,Baleno,First,8.15
2563,Maruti Celerio,2014.0,117617,1,CNG,MH-01,Manual,HatchBack,321000,Maruti,Celerio,First,3.21
2564,Honda Amaze,2018.0,26502,2,PETROL,KA-04,Manual,Sedan,805000,Honda,Amaze,Second,8.05
2565,Hyundai Elite i20,2015.0,43948,1,PETROL,MH-14,Manual,HatchBack,504200,Hyundai,Elite i20,First,5.042
2566,Hyundai Eon,2015.0,19508,2,PETROL,MH-05,Manual,HatchBack,275000,Hyundai,Eon,Second,2.75
2567,Toyota URBAN CRUISER,2021.0,3005,1,PETROL,UP-32,Automatic,SUV,1098000,Toyota,URBAN CRUISER,First,10.98
2568,Honda Jazz,2017.0,35228,2,PETROL,HR-51,Manual,HatchBack,496000,Honda,Jazz,Second,4.96
2569,Maruti S Cross,2020.0,21540,1,PETROL,MH-12,Manual,SUV,1026000,Maruti,S Cross,First,10.26
2570,Honda City,2014.0,70330,2,DIESEL,MH-02,Manual,Sedan,404000,Honda,City,Second,4.04
2571,Maruti Swift,2014.0,67081,2,PETROL,GJ-01,Manual,HatchBack,390000,Maruti,Swift,Second,3.9
2572,Maruti Celerio,2015.0,17140,1,PETROL,MH-12,Manual,HatchBack,439000,Maruti,Celerio,First,4.39
2573,Maruti Baleno,2022.0,6951,1,PETROL,TN-06,Manual,HatchBack,875000,Maruti,Baleno,First,8.75
2574,Maruti Alto,2021.0,52604,1,CNG,UP-32,Manual,HatchBack,435000,Maruti,Alto,First,4.35
2575,Maruti Wagon R 1.0,2012.0,52633,1,PETROL,MH-05,Manual,HatchBack,265000,Maruti,Wagon R 1.0,First,2.65
2576,Skoda Rapid,2013.0,24632,1,PETROL,TS-08,Manual,Sedan,697000,Skoda,Rapid,First,6.97
