Unnamed: 0,car_name,year,kilometers_driven,owner_type,fuel_type,location,drive_type,body_type,price,brand,model,owner_type_str,price_lakhs
6103,Tata Safari,2021.0,14915,2,DIESEL,MH-46,Automatic,SUV,1903000,Tata,Safari,Second,19.03
6104,Maruti Swift,2021.0,17211,1,PETROL,DL-3C,Manual,HatchBack,667000,Maruti,Swift,First,6.67
6105,Hyundai Elite i20,2018.0,70601,1,PETROL,KA-41,Automatic,HatchBack,755000,Hyundai,Elite i20,First,7.55
6106,Ford Ecosport,2018.0,54831,1,DIESEL,DL-11,Manual,SUV,674000,Ford,Ecosport,First,6.74
6107,Datsun Redi Go,2018.0,10478,1,PETROL,DL-14,Manual,HatchBack,298000,Datsun,Redi Go,First,2.98
6108,Ford Ecosport,2017.0,88695,1,DIESEL,TS-09,Manual,SUV,724000,Ford,Ecosport,First,7.24
6109,Hyundai NEW SANTRO,2019.0,147,2,PETROL,MH-12,Manual,HatchBack,531000,Hyundai,NEW SANTRO,Second,5.31
6110,Hyundai i10,2012.0,59621,2,PETROL,AP-29,Manual,HatchBack,310000,Hyundai,i10,Second,3.1
6111,Volkswagen Vento,2016.0,42110,1,PETROL,HR-29,Manual,Sedan,580000,Volkswagen,Vento,First,5.8
6112,Maruti Wagon R Stingray,2016.0,49370,1,PETROL,BR-09,Manual,HatchBack,371000,Maruti,Wagon R Stingray,First,3.71
6113,Hyundai NEW I20,2020.0,76360,1,PETROL,TS-12,Automatic,HatchBack,793000,Hyundai,NEW I20,First,7.93
6114,Toyota Corolla Altis,2015.0,60408,2,PETROL,DL-8C,Automatic,Lux_sedan,879000,Toyota,Corolla Altis,Second,8.79
6115,Maruti Ciaz,2017.0,53087,1,PETROL,GJ-01,Manual,Sedan,608000,Maruti,Ciaz,First,6.08
6116,Honda Brio,2018.0,42347,1,CNG,GJ-06,Manual,HatchBack,517000,Honda,Brio,First,5.17
6117,Hyundai Grand i10,2017.0,65986,1,PETROL,GJ-06,Manual,HatchBack,537000,Hyundai,Grand i10,First,5.37
6118,Maruti Ciaz,2015.0,19250,2,PETROL,MH-31,Manual,Sedan,815000,Maruti,Ciaz,Second,8.15
6119,Maruti Swift Dzire,2017.0,66973,2,DIESEL,MH-04,Manual,Sedan,647000,Maruti,Swift Dzire,Second,6.47
6120,Tata Harrier,2021.0,16634,1,DIESEL,TN-01,Automatic,SUV,1861000,Tata,Harrier,First,18.61
6121,Maruti S PRESSO,2020.0,51724,1,PETROL,TN-09,Automatic,HatchBack,529000,Maruti,S PRESSO,First,5.29
6122,Maruti Swift Dzire,2014.0,80727,1,PETROL,TS-10,Manual,Sedan,774000,Maruti,Swift Dzire,First,7.74
6123,Skoda Rapid,2021.0,36453,1,PETROL,PB-65,Automatic,Sedan,1022000,Skoda,Rapid,First,10.22
6124,Toyota YARIS,2021.0,74599,2,CNG,DL-1C,Automatic,Sedan,817000,Toyota,YARIS,Second,8.17
6125,Maruti Alto K10,2014.0,50930,2,PETROL,MH-12,Manual,HatchBack,268000,Maruti,Alto K10,Second,2.68
6126,Ford Ecosport,2019.0,83865,1,PETROL,GJ-01,Automatic,SUV,880000,Ford,Ecosport,First,8.8
6127,Volkswagen Polo,2011.0,73338,1,PETROL,DL-10,Manual,HatchBack,210000,Volkswagen,Polo,First,2.1
6128,Hyundai Grand i10,2017.0,82848,1,CNG,DL-10,Manual,HatchBack,439000,Hyundai,Grand i10,First,4.39
6129,Mahindra XUV500,2016.0,87604,1,DIESEL,TS-08,Manual,Lux_SUV,915000,Mahindra,XUV500,First,9.15
6130,Hyundai Creta,2016.0,58679,2,PETROL,DL-9C,Manual,SUV,753000,Hyundai,Creta,Second,7.53
6131,Maruti Dzire,2018.0,76303,1,PETROL,KA-02,Manual,Sedan,641000,Maruti,Dzire,First,6.41
6132,Maruti Baleno,2017.0,43381,1,PETROL,DL-8C,Manual,HatchBack,504000,Maruti,Baleno,First,5.04
6133,Hyundai Grand i10,2018.0,81440,1,PETROL,KA-51,Automatic,HatchBack,647000,Hyundai,Grand i10,First,6.47
6134,Maruti Dzire,2018.0,29312,1,PETROL,MH-02,Manual,Sedan,363000,Maruti,Dzire,First,3.63
6135,Maruti Vitara Brezza,2018.0,69862,1,DIESEL,DL-8C,Automatic,SUV,665000,Maruti,Vitara Brezza,First,6.65
6136,Honda City,2019.0,36936,1,PETROL,WB-02,Manual,Sedan,742000,Honda,City,First,7.42
6137,Hyundai Xcent,2018.0,119547,1,CNG,UP-14,Manual,Sedan,492000,Hyundai,Xcent,First,4.92
6138,Honda Jazz,2018.0,34991,1,PETROL,HR-51,Automatic,HatchBack,647000,Honda,Jazz,First,6.47
6139,Hyundai Elite i20,2016.0,33655,2,PETROL,KA-53,Manual,HatchBack,740000,Hyundai,Elite i20,Second,7.4
6140,Ford Ecosport,2020.0,96075,1,DIESEL,DL-3C,Manual,SUV,750000,Ford,Ecosport,First,7.5
6141,Renault Kwid,2018.0,20207,1,PETROL,KL-39,Manual,HatchBack,373000,Renault,Kwid,First,3.73
6142,Hyundai Elite i20,2018.0,36043,2,PETROL,KA-53,Manual,HatchBack,751000,Hyundai,Elite i20,Second,7.51
6143,Maruti Alto,2012.0,40968,1,PETROL,AP-29,Manual,HatchBack,217000,Maruti,Alto,First,2.17
6144,Maruti Swift Dzire,2016.0,53258,1,DIESEL,MH-05,Automatic,Sedan,803000,Maruti,Swift Dzire,First,8.03
6145,Maruti Dzire,2018.0,42776,1,PETROL,GJ-06,Manual,Sedan,459000,Maruti,Dzire,First,4.59
6146,Volkswagen Vento,2013.0,39409,1,PETROL,MH-05,Automatic,Sedan,752000,Volkswagen,Vento,First,7.52
6147,Maruti Swift,2014.0,69859,1,PETROL,DL-1C,Manual,HatchBack,345000,Maruti,Swift,First,3.45
6148,Hyundai AURA,2020.0,32488,2,PETROL,WB-02,Automatic,Sedan,749000,Hyundai,AURA,Second,7.49
6149,Renault TRIBER,2022.0,3449,1,PETROL,DL-12,Manual,SUV,736650,Renault,TRIBER,First,7.3665
6150,Honda Amaze,2014.0,78099,2,DIESEL,KA-06,Manual,Sedan,725000,Honda,Amaze,Second,7.25
6151,Honda City,2019.0,23305,1,PETROL,GJ-27,Manual,Sedan,784400,Honda,City,First,7.844
6152,Maruti Swift,2017.0,40811,2,PETROL,KA-03,Manual,HatchBack,662000,Maruti,Swift,Second,6.62
6153,Maruti Swift,2018.0,42166,2,PETROL,KA-01,Automatic,HatchBack,684000,Maruti,Swift,Second,6.84
6154,Hyundai Grand i10,2017.0,79178,1,CNG,GJ-27,Manual,HatchBack,501000,Hyundai,Grand i10,First,5.01
6155,Volkswagen Polo,2017.0,54072,1,PETROL,MH-47,Manual,HatchBack,518000,Volkswagen,Polo,First,5.18
6156,Hyundai NEW I20,2022.0,16075,2,PETROL,TN-38,Automatic,HatchBack,1114000,Hyundai,NEW I20,Second,11.14
6157,Maruti Swift,2015.0,52486,2,PETROL,KA-35,Manual,HatchBack,541000,Maruti,Swift,Second,5.41
6158,Honda WR-V,2018.0,12724,2,PETROL,HR-26,Manual,SUV,719000,Honda,WR-V,Second,7.19
6159,Hyundai VENUE,2019.0,55752,2,PETROL,GJ-03,Manual,SUV,823000,Hyundai,VENUE,Second,8.23
6160,Toyota Innova,2015.0,104654,1,DIESEL,PB-08,Manual,SUV,802000,Toyota,Innova,First,8.02
6161,Hyundai Xcent,2017.0,53751,1,PETROL,UP-14,Manual,Sedan,477000,Hyundai,Xcent,First,4.77
6162,Maruti Vitara Brezza,2018.0,22248,1,DIESEL,HR-51,Manual,SUV,596000,Maruti,Vitara Brezza,First,5.96
6163,Renault Duster,2014.0,78346,2,DIESEL,GJ-01,Manual,SUV,351000,Renault,Duster,Second,3.51
6164,Maruti Wagon R 1.0,2010.0,43861,1,PETROL,AP-09,Manual,HatchBack,283000,Maruti,Wagon R 1.0,First,2.83
6165,Maruti IGNIS,2020.0,56218,1,PETROL,KA-51,Manual,HatchBack,597000,Maruti,IGNIS,First,5.97
6166,Tata NEXON,2018.0,18363,1,PETROL,KL-11,Manual,SUV,696000,Tata,NEXON,First,6.96
6167,Honda City,2018.0,31071,1,PETROL,HR-51,Automatic,Sedan,890000,Honda,City,First,8.9
6168,Honda City,2014.0,71552,1,PETROL,WB-08,Manual,Sedan,449000,Honda,City,First,4.49
6169,Hyundai Grand i10,2016.0,61431,1,PETROL,MH-46,Manual,HatchBack,436000,Hyundai,Grand i10,First,4.36
6170,Maruti Celerio,2016.0,67385,1,CNG,GJ-16,Automatic,HatchBack,427000,Maruti,Celerio,First,4.27
6171,Maruti Celerio,2022.0,1457,1,CNG,TS-03,Manual,HatchBack,720250,Maruti,Celerio,First,7.2025
6172,Maruti Wagon R 1.0,2014.0,85644,1,CNG,MH-46,Manual,HatchBack,301000,Maruti,Wagon R 1.0,First,3.01
6173,Maruti Swift,2015.0,67245,1,PETROL,KA-51,Manual,HatchBack,583000,Maruti,Swift,First,5.83
6174,Maruti Vitara Brezza,2021.0,8642,1,PETROL,HR-26,Manual,SUV,831000,Maruti,Vitara Brezza,First,8.31
6175,Maruti Swift Dzire,2016.0,17821,1,PETROL,MH-04,Automatic,Sedan,781000,Maruti,Swift Dzire,First,7.81
6176,Maruti Swift Dzire,2015.0,25034,1,PETROL,GJ-01,Manual,Sedan,717000,Maruti,Swift Dzire,First,7.17
6177,Maruti Swift,2014.0,51903,1,PETROL,MH-05,Manual,HatchBack,461000,Maruti,Swift,First,4.61
6178,Honda Brio,2013.0,35781,2,PETROL,MH-05,Manual,HatchBack,283000,Honda,Brio,Second,2.83
6179,Maruti Swift,2012.0,78249,3,PETROL,KA-53,Manual,HatchBack,421000,Maruti,Swift,Third,4.21
6180,Maruti Ciaz,2021.0,40917,1,PETROL,GJ-06,Automatic,Sedan,892000,Maruti,Ciaz,First,8.92
6181,Hyundai Grand i10,2015.0,56766,1,PETROL,DL-1C,Manual,HatchBack,359000,Hyundai,Grand i10,First,3.59
6182,Ford Ecosport,2017.0,61411,1,DIESEL,UP-32,Manual,SUV,653000,Ford,Ecosport,First,6.53
6183,Maruti Baleno,2016.0,49976,2,DIESEL,KA-05,Manual,HatchBack,729000,Maruti,Baleno,Second,7.29
6184,Tata TIGOR,2021.0,79824,1,DIESEL,KA-01,Manual,Sedan,753000,Tata,TIGOR,First,7.53
6185,Volkswagen Polo,2013.0,96533,3,PETROL,TN-18,Manual,HatchBack,396000,Volkswagen,Polo,Third,3.96
6186,Tata Tiago,2019.0,105021,2,PETROL,,Manual,HatchBack,520000,Tata,Tiago,Second,5.2
6187,Maruti Alto K10,2016.0,45421,1,PETROL,DL-8C,Manual,HatchBack,320000,Maruti,Alto K10,First,3.2
6188,Honda City,2014.0,122143,2,PETROL,,Manual,Sedan,229000,Honda,City,Second,2.29
6189,Maruti Swift,2021.0,15324,1,PETROL,CH-01,Manual,HatchBack,709000,Maruti,Swift,First,7.09
6190,Hyundai Grand i10,2016.0,91947,2,DIESEL,PB-10,Manual,HatchBack,379000,Hyundai,Grand i10,Second,3.79
6191,Mahindra BOLERO NEO,2021.0,43902,1,DIESEL,RJ-14,Manual,SUV,905000,Mahindra,BOLERO NEO,First,9.05
6192,Maruti Alto,2020.0,44956,1,PETROL,HR-80,Manual,HatchBack,347000,Maruti,Alto,First,3.47
6193,Maruti Alto,2019.0,9875,1,PETROL,MH-05,Manual,HatchBack,335000,Maruti,Alto,First,3.35
6194,Maruti New Wagon-R,2021.0,10555,1,PETROL,DL-14,Manual,HatchBack,501000,Maruti,New Wagon-R,First,5.01
6195,Maruti Baleno,2019.0,34496,1,PETROL,HR-29,Manual,HatchBack,608000,Maruti,Baleno,First,6.08
6196,Hyundai Grand i10,2017.0,31238,3,PETROL,KA-51,Manual,HatchBack,492000,Hyundai,Grand i10,Third,4.92
6197,Toyota Corolla Altis,2010.0,69700,2,PETROL,DL-7C,Manual,Lux_sedan,238000,Toyota,Corolla Altis,Second,2.38
6198,Nissan MAGNITE,2022.0,3008,1,PETROL,HR-51,Manual,SUV,787000,Nissan,MAGNITE,First,7.87
6199,Hyundai i10,2011.0,63525,1,PETROL,MH-14,Manual,HatchBack,268000,Hyundai,i10,First,2.68
6200,Maruti Dzire,2020.0,2191,1,PETROL,UP-16,Automatic,Sedan,828000,Maruti,Dzire,First,8.28
6201,Maruti Swift Dzire,2014.0,9439,1,PETROL,KA-03,Automatic,Sedan,1456000,Maruti,Swift Dzire,First,14.56
6202,Maruti Swift,2021.0,14756,1,PETROL,WB-10,Manual,HatchBack,647000,Maruti,Swift,First,6.47
6203,Mahindra XUV500,2018.0,35189,3,DIESEL,KA-03,Automatic,Lux_SUV,1498000,Mahindra,XUV500,Third,14.98
6204,Maruti Swift,2018.0,38982,2,PETROL,HR-81,Manual,HatchBack,542000,Maruti,Swift,Second,5.42
6205,Maruti S PRESSO,2019.0,21238,1,PETROL,TN-14,Manual,HatchBack,458650,Maruti,S PRESSO,First,4.5865
6206,Maruti Swift,2019.0,49661,1,PETROL,DL-5C,Manual,HatchBack,506000,Maruti,Swift,First,5.06
6207,Skoda Rapid,2015.0,82677,1,DIESEL,KA-51,Automatic,Sedan,624000,Skoda,Rapid,First,6.24
6208,Maruti Swift,2017.0,55262,1,PETROL,GJ-01,Manual,HatchBack,522000,Maruti,Swift,First,5.22
6209,Maruti Swift,2021.0,43788,1,PETROL,UP-78,Manual,HatchBack,651000,Maruti,Swift,First,6.51
6210,Hyundai Grand i10,2018.0,19366,2,PETROL,KL-07,Manual,HatchBack,503000,Hyundai,Grand i10,Second,5.03
6211,Toyota Corolla Altis,2014.0,98136,1,DIESEL,BR-01,Manual,Lux_sedan,443000,Toyota,Corolla Altis,First,4.43
6212,Maruti Swift,2018.0,46175,2,PETROL,BR-01,Manual,HatchBack,502000,Maruti,Swift,Second,5.02
6213,Maruti Vitara Brezza,2016.0,98661,1,DIESEL,MH-46,Manual,SUV,733000,Maruti,Vitara Brezza,First,7.33
6214,Maruti IGNIS,2017.0,16133,1,PETROL,MH-04,Automatic,HatchBack,579000,Maruti,IGNIS,First,5.79
6215,Maruti Dzire,2018.0,67778,1,PETROL,UP-53,Automatic,Sedan,686000,Maruti,Dzire,First,6.86
6216,Maruti Wagon R 1.0,2014.0,99204,1,CNG,MH-43,Manual,HatchBack,332000,Maruti,Wagon R 1.0,First,3.32
6217,Maruti Wagon R 1.0,2010.0,22657,1,PETROL,DL-9C,Manual,HatchBack,168000,Maruti,Wagon R 1.0,First,1.68
6218,Maruti Baleno,2018.0,40396,1,PETROL,HR-26,Manual,HatchBack,544000,Maruti,Baleno,First,5.44
6219,Maruti Wagon R 1.0,2014.0,54179,1,PETROL,GJ-01,Manual,HatchBack,335000,Maruti,Wagon R 1.0,First,3.35
6220,Maruti Alto K10,2016.0,75196,1,PETROL,RJ-40,Automatic,HatchBack,325000,Maruti,Alto K10,First,3.25
6221,Maruti Swift,2012.0,81625,3,PETROL,GJ-05,Manual,HatchBack,334000,Maruti,Swift,Third,3.34
6222,Honda Jazz,2016.0,82180,2,PETROL,RJ-14,Manual,HatchBack,483000,Honda,Jazz,Second,4.83
6223,Maruti IGNIS,2020.0,31459,1,PETROL,DL-2C,Manual,HatchBack,548000,Maruti,IGNIS,First,5.48
6224,Maruti Alto 800,2014.0,51356,3,PETROL,TN-11,Manual,HatchBack,229000,Maruti,Alto 800,Third,2.29
6225,Maruti Swift,2012.0,41110,1,PETROL,DL-9C,Manual,HatchBack,298000,Maruti,Swift,First,2.98
6226,Maruti Wagon R Stingray,2013.0,61235,3,PETROL,MH-04,Manual,HatchBack,271000,Maruti,Wagon R Stingray,Third,2.71
6227,Maruti Baleno,2022.0,17215,1,PETROL,GJ-10,Manual,HatchBack,777000,Maruti,Baleno,First,7.77
6228,Hyundai Verna,2016.0,54042,1,PETROL,TS-07,Manual,Sedan,737000,Hyundai,Verna,First,7.37
6229,Honda City,2014.0,34904,1,PETROL,TN-64,Manual,Sedan,869000,Honda,City,First,8.69
6230,Renault Kwid,2016.0,59492,1,PETROL,TN-13,Manual,HatchBack,352000,Renault,Kwid,First,3.52
6231,Hyundai Grand i10,2017.0,26928,2,PETROL,MH-48,Manual,HatchBack,443000,Hyundai,Grand i10,Second,4.43
6232,Hyundai New Elantra,2016.0,78948,1,DIESEL,WB-02,Automatic,Lux_sedan,856000,Hyundai,New Elantra,First,8.56
6233,Hyundai Verna,2016.0,97942,2,PETROL,TN-07,Manual,Sedan,369000,Hyundai,Verna,Second,3.69
6234,Maruti Swift,2018.0,56130,2,PETROL,TN-06,Manual,HatchBack,555000,Maruti,Swift,Second,5.55
6235,Ford Ecosport,2017.0,46609,2,PETROL,UP-32,Manual,SUV,622000,Ford,Ecosport,Second,6.22
6236,Maruti Swift,2016.0,92733,2,DIESEL,UP-15,Manual,HatchBack,391000,Maruti,Swift,Second,3.91
6237,Hyundai Eon,2012.0,52013,1,PETROL,KL-46,Manual,HatchBack,197000,Hyundai,Eon,First,1.97
6238,Maruti Wagon R 1.0,2013.0,65366,1,PETROL,MH-02,Manual,HatchBack,306000,Maruti,Wagon R 1.0,First,3.06
6239,Hyundai Elite i20,2015.0,33491,1,PETROL,TS-12,Manual,HatchBack,589000,Hyundai,Elite i20,First,5.89
6240,Maruti New Wagon-R,2020.0,41121,1,PETROL,UP-32,Manual,HatchBack,520000,Maruti,New Wagon-R,First,5.2
6241,Maruti Alto 800,2013.0,76257,3,PETROL,AP-28,Manual,HatchBack,227000,Maruti,Alto 800,Third,2.27
6242,Hyundai Grand i10,2015.0,32895,1,PETROL,CH-01,Manual,HatchBack,406000,Hyundai,Grand i10,First,4.06
6243,Maruti Celerio,2021.0,3731,1,PETROL,UP-32,Automatic,HatchBack,654000,Maruti,Celerio,First,6.54
6244,Tata Tiago,2018.0,103737,1,PETROL,,Manual,HatchBack,426000,Tata,Tiago,First,4.26
6245,Tata Tiago,2018.0,83340,1,CNG,KA-04,Manual,HatchBack,460650,Tata,Tiago,First,4.6065
6246,Volkswagen Vento,2016.0,22170,1,PETROL,BR-01,Automatic,Sedan,816000,Volkswagen,Vento,First,8.16
6247,Maruti S PRESSO,2020.0,59204,1,PETROL,MH-14,Manual,HatchBack,415000,Maruti,S PRESSO,First,4.15
6248,Maruti Swift,2018.0,29723,2,PETROL,HR-26,Automatic,HatchBack,524000,Maruti,Swift,Second,5.24
6249,Hyundai i20 Active,2018.0,89972,1,PETROL,UP-53,Manual,HatchBack,565000,Hyundai,i20 Active,First,5.65
6250,Maruti Swift Dzire,2013.0,39682,2,PETROL,KA-04,Manual,Sedan,622000,Maruti,Swift Dzire,Second,6.22
6251,Hyundai Grand i10,2014.0,56578,1,PETROL,KA-05,Manual,HatchBack,458000,Hyundai,Grand i10,First,4.58
6252,Maruti Swift Dzire,2016.0,102359,1,PETROL,,Manual,Sedan,455000,Maruti,Swift Dzire,First,4.55
6253,Volkswagen Polo,2014.0,62977,1,PETROL,TN-07,Manual,HatchBack,516000,Volkswagen,Polo,First,5.16
6254,Maruti Alto 800,2018.0,60593,1,PETROL,GJ-16,Manual,HatchBack,271000,Maruti,Alto 800,First,2.71
6255,Maruti Alto 800,2013.0,50843,1,PETROL,KL-01,Manual,HatchBack,251000,Maruti,Alto 800,First,2.51
6256,Renault Kwid,2017.0,46036,2,PETROL,GJ-05,Automatic,HatchBack,348000,Renault,Kwid,Second,3.48
6257,Hyundai Grand i10,2019.0,13936,2,PETROL,GJ-07,Manual,HatchBack,595000,Hyundai,Grand i10,Second,5.95
6258,Mahindra KUV 100 NXT,2020.0,10875,1,PETROL,KL-39,Manual,SUV,691000,Mahindra,KUV 100 NXT,First,6.91
6259,Hyundai Elite i20,2017.0,29498,1,PETROL,WB-02,Manual,HatchBack,426000,Hyundai,Elite i20,First,4.26
6260,Maruti Ritz,2010.0,78608,1,PETROL,KL-02,Manual,HatchBack,279000,Maruti,Ritz,First,2.79
6261,Maruti Wagon R 1.0,2014.0,40679,1,PETROL,MH-03,Manual,HatchBack,322000,Maruti,Wagon R 1.0,First,3.22
6262,Hyundai NEW SANTRO,2019.0,33244,1,PETROL,MP-04,Manual,HatchBack,430000,Hyundai,NEW SANTRO,First,4.3
6263,Nissan MAGNITE,2021.0,33495,1,PETROL,TN-23,Manual,SUV,813000,Nissan,MAGNITE,First,8.13
6264,Mahindra Kuv100,2017.0,123152,1,DIESEL,TN-11,Manual,SUV,459000,Mahindra,Kuv100,First,4.59
6265,Ford Ecosport,2015.0,40632,1,PETROL,DL-12,Manual,SUV,540000,Ford,Ecosport,First,5.4
6266,Maruti Swift,2015.0,71383,1,PETROL,KA-51,Manual,HatchBack,573000,Maruti,Swift,First,5.73
6267,Hyundai Elite i20,2016.0,52276,1,PETROL,TN-01,Manual,HatchBack,578000,Hyundai,Elite i20,First,5.78
6268,Hyundai i20 Active,2016.0,17967,1,PETROL,TN-59,Manual,HatchBack,683000,Hyundai,i20 Active,First,6.83
6269,Maruti Baleno,2017.0,39217,2,PETROL,TN-10,Manual,HatchBack,627000,Maruti,Baleno,Second,6.27
6270,Honda City,2017.0,73697,1,PETROL,DL-9C,Manual,Sedan,599000,Honda,City,First,5.99
6271,Mahindra XUV500,2017.0,60408,2,DIESEL,KA-03,Manual,Lux_SUV,1037000,Mahindra,XUV500,Second,10.37
6272,Maruti Alto 800,2019.0,76615,1,PETROL,MH-41,Manual,HatchBack,299000,Maruti,Alto 800,First,2.99
6273,Hyundai i20 Active,2018.0,45675,2,PETROL,KA-01,Manual,HatchBack,699000,Hyundai,i20 Active,Second,6.99
6274,Hyundai i10,2013.0,78213,2,PETROL,KA-53,Automatic,HatchBack,340000,Hyundai,i10,Second,3.4
6275,Hyundai Eon,2011.0,71026,1,PETROL,KA-09,Manual,HatchBack,241000,Hyundai,Eon,First,2.41
6276,Maruti Wagon R 1.0,2015.0,71593,1,PETROL,WB-02,Manual,HatchBack,304000,Maruti,Wagon R 1.0,First,3.04
6277,Honda Amaze,2019.0,67830,2,PETROL,GJ-04,Manual,Sedan,612000,Honda,Amaze,Second,6.12
6278,Maruti Alto,2019.0,23888,1,PETROL,PB-07,Manual,HatchBack,362000,Maruti,Alto,First,3.62
6279,Maruti Alto 800,2015.0,16285,1,PETROL,MP-04,Manual,HatchBack,306000,Maruti,Alto 800,First,3.06
6280,Hyundai Elite i20,2018.0,65118,2,PETROL,UP-16,Automatic,HatchBack,570000,Hyundai,Elite i20,Second,5.7
6281,Mahindra Scorpio,2018.0,59723,1,DIESEL,KA-41,Manual,SUV,1111000,Mahindra,Scorpio,First,11.11
6282,Renault Kwid,2018.0,60813,1,PETROL,KL-42,Manual,HatchBack,372000,Renault,Kwid,First,3.72
6283,Renault Kwid,2020.0,41366,2,PETROL,BR-01,Manual,HatchBack,362000,Renault,Kwid,Second,3.62
6284,Datsun Redi Go,2018.0,7659,2,PETROL,DL-8C,Automatic,HatchBack,273000,Datsun,Redi Go,Second,2.73
6285,Maruti Baleno,2018.0,20255,1,DIESEL,MH-43,Manual,HatchBack,653000,Maruti,Baleno,First,6.53
6286,Tata NEXON,2019.0,58004,1,PETROL,DL-8C,Automatic,SUV,809000,Tata,NEXON,First,8.09
6287,Hyundai GRAND I10 NIOS,2020.0,34044,1,PETROL,PB-06,Manual,HatchBack,555000,Hyundai,GRAND I10 NIOS,First,5.55
6288,Volkswagen Ameo,2017.0,77357,2,DIESEL,KA-05,Manual,Sedan,567000,Volkswagen,Ameo,Second,5.67
6289,Maruti IGNIS,2018.0,103763,1,PETROL,,Manual,HatchBack,397000,Maruti,IGNIS,First,3.97
6290,Toyota Corolla Altis,2017.0,97908,1,PETROL,GJ-18,Automatic,Lux_sedan,1009000,Toyota,Corolla Altis,First,10.09
6291,Maruti Swift,2014.0,67573,2,PETROL,DL-4C,Manual,HatchBack,363000,Maruti,Swift,Second,3.63
6292,Ford Ecosport,2015.0,55610,2,PETROL,TN-18,Automatic,SUV,555500,Ford,Ecosport,Second,5.555
6293,Renault TRIBER,2021.0,18772,1,PETROL,DL-8C,Manual,SUV,598000,Renault,TRIBER,First,5.98
6294,Maruti Swift,2011.0,65090,1,PETROL,DL-9C,Manual,HatchBack,214000,Maruti,Swift,First,2.14
6295,Maruti Wagon R 1.0,2014.0,62423,1,CNG,MH-02,Manual,HatchBack,365000,Maruti,Wagon R 1.0,First,3.65
6296,Honda Amaze,2018.0,23589,1,PETROL,HR-51,Manual,Sedan,981000,Honda,Amaze,First,9.81
6297,Maruti Alto,2021.0,45138,1,CNG,DL-9C,Manual,HatchBack,400000,Maruti,Alto,First,4.0
6298,Tata Tiago,2018.0,47983,1,PETROL,MH-03,Automatic,HatchBack,456000,Tata,Tiago,First,4.56
6299,Hyundai GRAND I10 NIOS,2021.0,43570,1,CNG,MH-43,Manual,HatchBack,684000,Hyundai,GRAND I10 NIOS,First,6.84
6300,Honda Brio,2012.0,76689,2,PETROL,GJ-05,Manual,HatchBack,285000,Honda,Brio,Second,2.85
6301,Maruti Baleno,2019.0,86165,1,PETROL,GJ-27,Manual,HatchBack,528350,Maruti,Baleno,First,5.2835
6302,Maruti Celerio,2015.0,52209,1,PETROL,KA-51,Manual,HatchBack,487000,Maruti,Celerio,First,4.87
6303,Maruti IGNIS,2017.0,36298,1,PETROL,TS-10,Manual,HatchBack,507000,Maruti,IGNIS,First,5.07
6304,Tata NEXON,2019.0,48266,1,PETROL,TN-06,Automatic,SUV,715000,Tata,NEXON,First,7.15
6305,Maruti IGNIS,2019.0,28958,1,PETROL,UP-16,Automatic,HatchBack,612000,Maruti,IGNIS,First,6.12
6306,Maruti Alto K10,2016.0,90397,1,PETROL,UP-16,Manual,HatchBack,293000,Maruti,Alto K10,First,2.93
6307,Mahindra XUV500,2016.0,88272,1,DIESEL,KA-03,Automatic,Lux_SUV,1120000,Mahindra,XUV500,First,11.2
6308,Maruti Alto K10,2017.0,42668,1,PETROL,DL-6C,Manual,HatchBack,336000,Maruti,Alto K10,First,3.36
6309,Hyundai Grand i10,2016.0,57973,1,PETROL,MH-12,Manual,HatchBack,450000,Hyundai,Grand i10,First,4.5
6310,Ford Ecosport,2018.0,64200,2,DIESEL,TN-14,Manual,SUV,829000,Ford,Ecosport,Second,8.29
6311,Honda Jazz,2015.0,47617,2,PETROL,KA-01,Automatic,HatchBack,611000,Honda,Jazz,Second,6.11
6312,Maruti Dzire,2018.0,62535,1,PETROL,TS-09,Automatic,Sedan,674000,Maruti,Dzire,First,6.74
6313,Nissan Micra,2019.0,25343,1,PETROL,KL-34,Automatic,HatchBack,513000,Nissan,Micra,First,5.13
6314,Renault Kwid,2016.0,68362,1,PETROL,KL-08,Manual,HatchBack,260000,Renault,Kwid,First,2.6
6315,Hyundai Grand i10,2017.0,38904,1,PETROL,TN-05,Manual,HatchBack,516000,Hyundai,Grand i10,First,5.16
6316,Maruti Celerio,2017.0,17472,1,PETROL,MH-04,Automatic,HatchBack,456000,Maruti,Celerio,First,4.56
6317,Toyota Etios,2011.0,68940,1,PETROL,MH-43,Manual,Sedan,385000,Toyota,Etios,First,3.85
6318,Maruti Alto K10,2018.0,29096,1,PETROL,WB-20,Automatic,HatchBack,343000,Maruti,Alto K10,First,3.43
6319,Maruti Baleno,2017.0,57996,1,PETROL,DL-6C,Manual,HatchBack,524000,Maruti,Baleno,First,5.24
6320,Maruti Swift,2014.0,66639,1,PETROL,UP-70,Manual,HatchBack,359000,Maruti,Swift,First,3.59
6321,Honda City,2014.0,70334,1,PETROL,KL-01,Manual,Sedan,536000,Honda,City,First,5.36
6322,Hyundai Elite i20,2019.0,23897,2,PETROL,PB-10,Automatic,HatchBack,780000,Hyundai,Elite i20,Second,7.8
6323,Honda Amaze,2019.0,92294,1,PETROL,MH-15,Automatic,Sedan,708000,Honda,Amaze,First,7.08
